Generation,MaxFitness,AvgFitness
304,4506.204725,2748.872108
305,4506.204725,2561.251060
306,4506.204725,2756.239531
307,4506.204725,2676.298478
308,4506.204725,2869.327923
309,4511.535937,2767.356576
310,4511.535937,2779.655050
311,4511.535937,2989.408907
312,4511.535937,2848.919628
313,4511.535937,2761.844604
314,4511.535937,2852.663849
315,4511.535937,2758.573145
316,4511.535937,2672.132509
317,4511.535937,2695.301984
318,4511.535937,2508.865018
319,4511.535937,2744.639709
320,4511.535937,2794.765929
321,4511.535937,2636.338408
322,4511.535937,2296.600210
323,4517.438925,2766.056146
324,4517.438925,2647.330553
325,4517.438925,2769.596713
326,4517.438925,2546.963868
327,4517.438925,2785.306828
328,4517.438925,2412.965113
329,4518.760197,2798.497306
330,4518.760197,2596.041137
331,4518.760197,2551.728866
332,4518.760197,2563.992578
333,4518.760197,2753.294772
334,4518.760197,2554.761892
335,4518.760197,2449.286516
336,4518.760197,2694.850390
337,4518.760197,2403.213627
338,4518.760197,2756.911822
339,4518.760197,2558.344182
340,4518.760197,2601.972193
341,4518.760197,2472.320794
342,4518.760197,2621.603590
343,4518.760197,2788.172574
344,4518.760197,2975.044756
345,4518.760197,2917.998113
346,4518.760197,2993.523200
347,4518.760197,2971.678291
348,4518.760197,2903.745052
349,4521.390413,2736.564911
350,4521.390413,2841.680734
351,4521.390413,2986.362455
352,4521.390413,2557.923763
353,4521.390413,2611.647061
354,4521.390413,2632.836867
355,4521.390413,2663.368099
356,4521.390413,2534.548804
357,4521.390413,2664.214895
358,4521.390413,2574.677356
359,4521.390413,2553.389891
360,4533.637326,2660.111187
361,4533.637326,2612.911965
362,4533.637326,2620.568722
363,4533.637326,2446.054118
364,4533.637326,2520.649559
365,4533.637326,2884.518661
366,4533.637326,2728.398505
367,4533.637326,2962.878900
368,4533.637326,3028.559258
369,4533.637326,3072.141065
370,4533.637326,2766.386251
371,4533.637326,3020.228809
372,4533.637326,2555.607851
373,4533.637326,2741.052668
374,4533.637326,2897.062282
375,4533.637326,2647.822128
376,4533.637326,2873.717193
377,4533.637326,2754.969618
378,4533.637326,2714.819458
379,4533.637326,2596.866176
380,4533.637326,2560.405368
381,4533.637326,2525.081556
382,4533.637326,2770.985701
383,4533.637326,2928.911589
384,4533.637326,2566.049626
385,4533.637326,2844.031925
386,4533.637326,2462.142319
387,4533.637326,2592.183058
388,4533.637326,2807.909969
389,4533.637326,2675.991495
390,4533.637326,2831.412006
391,4533.637595,2698.147530
392,4533.637595,3029.758657
393,4533.637595,2692.096823
394,4533.637595,2718.845443
395,4533.637595,2814.400711
396,4533.637595,2846.476092
397,4533.637595,2537.248432
398,4533.637595,2672.219673
399,4533.637595,2605.007829
400,4533.637595,2650.570231
401,4533.637595,2913.282750
402,4533.765383,2908.997834
403,4533.765383,2853.019296
404,4533.765383,2481.866329
405,4533.765383,2546.160987
406,4533.765383,2708.913139
407,4533.765383,2483.298417
408,4533.765383,2741.849602
409,4533.765383,2699.078836
410,4534.971177,2767.495074
411,4534.971177,2838.321748
412,4544.074050,2948.699968
413,4544.074050,2459.667570
414,4544.074050,2773.297185
415,4544.074050,2856.492156
416,4544.074050,2609.731648
417,4544.074050,2751.795739
418,4544.074050,2971.891454
419,4544.074050,2872.870416
420,4544.074050,2943.671222
421,4544.074050,2637.284297
422,4544.074050,2722.888059
423,4544.241110,2896.030639
424,4544.241110,2902.958672
425,4544.241110,2493.750022
426,4544.241110,2850.813725
427,4544.241110,2793.500758
428,4544.241110,2823.845063
429,4544.241110,2701.476913
430,4544.241110,2546.873543
431,4544.241110,2522.630738
432,4544.241110,2619.858636
433,4544.241110,2389.232054
434,4544.241110,2671.710986
435,4544.287421,2790.252235
436,4544.287421,2532.225217
437,4544.287421,2853.138382
438,4544.287421,2576.508775
439,4544.287421,2398.287730
440,4544.287421,2587.120169
441,4544.287421,2538.429233
442,4544.304616,2926.244887
443,4544.304616,2571.226205
444,4544.304616,2427.401082
445,4544.304616,2680.568256
446,4544.304616,2888.250448
447,4544.304616,2706.538461
448,4544.304616,2567.252538
449,4544.304616,2717.046452
450,4544.304616,2561.730645
451,4544.304616,2480.648671
452,4545.184294,2550.827746
453,4545.184294,2562.218988
454,4545.184294,2660.011924
455,4545.184294,2699.374384
456,4545.184294,2571.234478
457,4545.184294,2808.717276
458,4545.189263,2698.753646
459,4545.189263,2807.165339
460,4545.189263,2821.528755
461,4545.189263,2991.689748
462,4545.189263,2741.556390
463,4545.189263,2595.130092
464,4545.189263,2667.161152
465,4545.189263,2800.409840
466,4545.189263,2658.441261
467,4545.189263,2364.125253
468,4545.189263,2878.759252
469,4545.189263,2594.015547
470,4545.189263,2719.987773
471,4545.189263,3032.038249
472,4546.600785,2898.680569
473,4546.600785,2592.566297
474,4546.600785,2691.210196
475,4546.600785,2811.237332
476,4546.600785,2869.307265
477,4546.600785,2563.503155
478,4546.600785,2691.710870
479,4546.600785,2592.508273
480,4546.600785,2752.096170
481,4546.600785,2626.232658
482,4546.600785,2704.692417
483,4546.600785,2749.926306
484,4546.600785,2941.656381
485,4546.600785,3107.474842
486,4546.600785,2767.960445
487,4546.600785,2712.970653
488,4546.600785,2972.023924
489,4546.600785,2735.256574
490,4546.600785,2899.091285
491,4546.600785,3100.201757
492,4546.600785,2657.422043
493,4546.600785,2905.099193
494,4546.600785,2739.887365
495,4546.600785,3157.186407
496,4546.600785,2990.791080
497,4546.600785,3191.490800
498,4546.600785,2765.322438
499,4546.600785,2806.619497
500,4546.600785,2926.891454
